label,text,cleaned_text,tokens,final_text
Bronchial Asthma,"Doctor Due to a high fever, I haven't been able to breathe via my nose or mouth for a few days and feelinf too tired. Please recommend some medications for me.",doctor due to a high fever i havent been able to breathe via my nose or mouth for a few days and feelinf too tired please recommend some medications for me,"['doctor', 'due', 'high', 'fever', 'havent', 'able', 'breathe', 'via', 'nose', 'mouth', 'day', 'feelinf', 'tired', 'please', 'recommend', 'medication']",doctor due high fever havent able breathe via nose mouth day feelinf tired please recommend medication
diabetes,"I have a dry cough that never stops. I have palpitations and my infections don't appear to be getting better. Sometimes my throat hurts, but it seems to get better.",i have a dry cough that never stops i have palpitations and my infections dont appear to be getting better sometimes my throat hurts but it seems to get better,"['dry', 'cough', 'never', 'stop', 'palpitation', 'infection', 'dont', 'appear', 'getting', 'better', 'sometimes', 'throat', 'hurt', 'seems', 'get', 'better']",dry cough never stop palpitation infection dont appear getting better sometimes throat hurt seems get better
peptic ulcer disease,"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste.",i regularly have trouble swallowing and i sometimes feel like food is becoming trapped in my throat i frequently feel bloated and belch every time i have a bad aftertaste,"['regularly', 'trouble', 'swallowing', 'sometimes', 'feel', 'like', 'food', 'becoming', 'trapped', 'throat', 'frequently', 'feel', 'bloated', 'belch', 'every', 'time', 'bad', 'aftertaste']",regularly trouble swallowing sometimes feel like food becoming trapped throat frequently feel bloated belch every time bad aftertaste
Acne,I've been having a really bad rash on my skin lately. It's full of pus-filled pimples and blackheads. My skin has also been scurring a lot.,ive been having a really bad rash on my skin lately its full of pusfilled pimples and blackheads my skin has also been scurring a lot,"['ive', 'really', 'bad', 'rash', 'skin', 'lately', 'full', 'pusfilled', 'pimple', 'blackhead', 'skin', 'also', 'scurring', 'lot']",ive really bad rash skin lately full pusfilled pimple blackhead skin also scurring lot
Bronchial Asthma,"My fever is through the roof, and I'm so weak and tired out. I've been coughing up a lot of mucous, and managing all of these symptoms has been really hard. Everything is making me so upset.",my fever is through the roof and im so weak and tired out ive been coughing up a lot of mucous and managing all of these symptoms has been really hard everything is making me so upset,"['fever', 'roof', 'im', 'weak', 'tired', 'ive', 'coughing', 'lot', 'mucous', 'managing', 'symptom', 'really', 'hard', 'everything', 'making', 'upset']",fever roof im weak tired ive coughing lot mucous managing symptom really hard everything making upset
urinary tract infection,"Blood is in my pee, and I have a low body temperature. I have practically continual headaches and often strong, uncontrollable need to urinate. In addition, I've started having lower back pain.",blood is in my pee and i have a low body temperature i have practically continual headaches and often strong uncontrollable need to urinate in addition ive started having lower back pain,"['blood', 'pee', 'low', 'body', 'temperature', 'practically', 'continual', 'headache', 'often', 'strong', 'uncontrollable', 'need', 'urinate', 'addition', 'ive', 'started', 'lower', 'back', 'pain']",blood pee low body temperature practically continual headache often strong uncontrollable need urinate addition ive started lower back pain
urinary tract infection,"I have to use the restroom frequently, yet only a few drops of pee are usually produced. My stomach aches a lot, and I can't seem to control the desire to urinate.",i have to use the restroom frequently yet only a few drops of pee are usually produced my stomach aches a lot and i cant seem to control the desire to urinate,"['use', 'restroom', 'frequently', 'yet', 'drop', 'pee', 'usually', 'produced', 'stomach', 'ache', 'lot', 'cant', 'seem', 'control', 'desire', 'urinate']",use restroom frequently yet drop pee usually produced stomach ache lot cant seem control desire urinate
Dimorphic Hemorrhoids,"I've been having constipation and bowel motions that hurt recently. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and it hurts extremely bad.",ive been having constipation and bowel motions that hurt recently when i go my anus bleeds and is really uncomfortable im in a lot of discomfort and it hurts extremely bad,"['ive', 'constipation', 'bowel', 'motion', 'hurt', 'recently', 'go', 'anus', 'bleeds', 'really', 'uncomfortable', 'im', 'lot', 'discomfort', 'hurt', 'extremely', 'bad']",ive constipation bowel motion hurt recently go anus bleeds really uncomfortable im lot discomfort hurt extremely bad
Jaundice,"I have been experiencing intense itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have been having abdominal pain as well.",i have been experiencing intense itching vomiting and fatigue i have also lost weight and have a high fever my skin has turned yellow and my urine is dark i have been having abdominal pain as well,"['experiencing', 'intense', 'itching', 'vomiting', 'fatigue', 'also', 'lost', 'weight', 'high', 'fever', 'skin', 'turned', 'yellow', 'urine', 'dark', 'abdominal', 'pain', 'well']",experiencing intense itching vomiting fatigue also lost weight high fever skin turned yellow urine dark abdominal pain well
Migraine,"Along with recurrent headaches and blurred vision, I suffer acid reflux and trouble digesting my food.",along with recurrent headaches and blurred vision i suffer acid reflux and trouble digesting my food,"['along', 'recurrent', 'headache', 'blurred', 'vision', 'suffer', 'acid', 'reflux', 'trouble', 'digesting', 'food']",along recurrent headache blurred vision suffer acid reflux trouble digesting food
drug reaction,"I've noticed a difference in my monthly cycle and an unexpected vaginal discharge. I become irritable every now and again, and my moods swing a lot.",ive noticed a difference in my monthly cycle and an unexpected vaginal discharge i become irritable every now and again and my moods swing a lot,"['ive', 'noticed', 'difference', 'monthly', 'cycle', 'unexpected', 'vaginal', 'discharge', 'become', 'irritable', 'every', 'mood', 'swing', 'lot']",ive noticed difference monthly cycle unexpected vaginal discharge become irritable every mood swing lot
Typhoid,"I've lost a lot of weight in the last week because I couldn't eat much due to nausea and vomiting. This is followed by a high fever, headache, and stomach pain.",ive lost a lot of weight in the last week because i couldnt eat much due to nausea and vomiting this is followed by a high fever headache and stomach pain,"['ive', 'lost', 'lot', 'weight', 'last', 'week', 'couldnt', 'eat', 'much', 'due', 'nausea', 'vomiting', 'followed', 'high', 'fever', 'headache', 'stomach', 'pain']",ive lost lot weight last week couldnt eat much due nausea vomiting followed high fever headache stomach pain
Typhoid,"I have been getting a headache for the past week that has been growing worse. It has been accompanied by stomach pains, constipation, and diarrhea. I don't know what is happening and I am really worried about it.",i have been getting a headache for the past week that has been growing worse it has been accompanied by stomach pains constipation and diarrhea i dont know what is happening and i am really worried about it,"['getting', 'headache', 'past', 'week', 'growing', 'worse', 'accompanied', 'stomach', 'pain', 'constipation', 'diarrhea', 'dont', 'know', 'happening', 'really', 'worried']",getting headache past week growing worse accompanied stomach pain constipation diarrhea dont know happening really worried
diabetes,"I have trouble focusing, and my emotions fluctuate. My brain might seem murky and foggy at times, making it difficult for me to complete even straightforward chores.",i have trouble focusing and my emotions fluctuate my brain might seem murky and foggy at times making it difficult for me to complete even straightforward chores,"['trouble', 'focusing', 'emotion', 'fluctuate', 'brain', 'might', 'seem', 'murky', 'foggy', 'time', 'making', 'difficult', 'complete', 'even', 'straightforward', 'chore']",trouble focusing emotion fluctuate brain might seem murky foggy time making difficult complete even straightforward chore
allergy,"I have trouble breathing and get short of breath. I have a dry, hacking cough, itchy eyes, and swelling all over my face and body.",i have trouble breathing and get short of breath i have a dry hacking cough itchy eyes and swelling all over my face and body,"['trouble', 'breathing', 'get', 'short', 'breath', 'dry', 'hacking', 'cough', 'itchy', 'eye', 'swelling', 'face', 'body']",trouble breathing get short breath dry hacking cough itchy eye swelling face body
Fungal infection,"I've had a tendency of itching on my skin, that frequently turns into a rash. There are also some strange patches of skin that are a different tone than the rest of my skin, and I regularly get little lumps that mimic nodules.",ive had a tendency of itching on my skin that frequently turns into a rash there are also some strange patches of skin that are a different tone than the rest of myskin and i regularly get little lumps that mimic nodules,"['ive', 'tendency', 'itching', 'skin', 'frequently', 'turn', 'rash', 'also', 'strange', 'patch', 'skin', 'different', 'tone', 'rest', 'myskin', 'regularly', 'get', 'little', 'lump', 'mimic', 'nodule']",ive tendency itching skin frequently turn rash also strange patch skin different tone rest myskin regularly get little lump mimic nodule
Pneumonia,"I've been feeling really drained and cold, and I can't stop coughing. It hurts in my chest when I do, and my heart feels like it's racing. The mucus I'm coughing up is a gross brownish color.",ive been feeling really drained and cold and i cant stop coughing it hurts in my chest when i do and my heart feels like its racing the mucus im coughing up is a gross brownish color,"['ive', 'feeling', 'really', 'drained', 'cold', 'cant', 'stop', 'coughing', 'hurt', 'chest', 'heart', 'feel', 'like', 'racing', 'mucus', 'im', 'coughing', 'gross', 'brownish', 'color']",ive feeling really drained cold cant stop coughing hurt chest heart feel like racing mucus im coughing gross brownish color
urinary tract infection,My pee smells strongly and is cloudy in appearance. I've had high temperatures and a regular urge to urinate at night since these symptoms first materialised.,my pee smells strongly and is cloudy in appearance ive had high temperatures and a regular urge to urinate at night since these symptoms first materialised,"['pee', 'smell', 'strongly', 'cloudy', 'appearance', 'ive', 'high', 'temperature', 'regular', 'urge', 'urinate', 'night', 'since', 'symptom', 'first', 'materialised']",pee smell strongly cloudy appearance ive high temperature regular urge urinate night since symptom first materialised
allergy,I have asthma like symptoms like wheezing and difficulty breathing. I often get fever and have headaches. I feel tired all the time,i have asthma like symptoms like wheezing and difficulty breathing i often get fever and have headaches i feel tired all the time,"['asthma', 'like', 'symptom', 'like', 'wheezing', 'difficulty', 'breathing', 'often', 'get', 'fever', 'headache', 'feel', 'tired', 'time']",asthma like symptom like wheezing difficulty breathing often get fever headache feel tired time
peptic ulcer disease,"My appetite and chronic hunger are both ferocious. My stomach may occasionally ache and spasm. I have gas and bloating after eating, which is really painful.",my appetite and chronic hunger are both ferocious my stomach may occasionally ache and spasm i have gas and bloating after eating which is really painful,"['appetite', 'chronic', 'hunger', 'ferocious', 'stomach', 'may', 'occasionally', 'ache', 'spasm', 'gas', 'bloating', 'eating', 'really', 'painful']",appetite chronic hunger ferocious stomach may occasionally ache spasm gas bloating eating really painful
Hypertension,"My symptoms include a headache, chest pain, dizziness, lack of balance, and trouble concentrating.",my symptoms include a headache chest pain dizziness lack of balance and trouble concentrating,"['symptom', 'include', 'headache', 'chest', 'pain', 'dizziness', 'lack', 'balance', 'trouble', 'concentrating']",symptom include headache chest pain dizziness lack balance trouble concentrating
Dimorphic Hemorrhoids,"I've been having trouble going to the restroom recently. When I try to go, it's really uncomfortable, and my anus hurts a lot. I've also had some blood in my stool, and my anus has been really uncomfortable.",ive been having trouble going to the restroom recently when i try to go its really uncomfortable and my anus hurts a lot ive also had some blood in my stool and my anus has been really uncomfortable,"['ive', 'trouble', 'going', 'restroom', 'recently', 'try', 'go', 'really', 'uncomfortable', 'anus', 'hurt', 'lot', 'ive', 'also', 'blood', 'stool', 'anus', 'really', 'uncomfortable']",ive trouble going restroom recently try go really uncomfortable anus hurt lot ive also blood stool anus really uncomfortable
Chicken pox,"I have lost my appetite completely and can't seem to eat anything. I feel like vomiting and feel exhausted. I noticed rashes on my skin, which is really concerning me.",i have lost my appetite completely and cant seem to eat anything i feel like vomiting and feel exhausted i noticed rashes on my skin which is really concerning me,"['lost', 'appetite', 'completely', 'cant', 'seem', 'eat', 'anything', 'feel', 'like', 'vomiting', 'feel', 'exhausted', 'noticed', 'rash', 'skin', 'really', 'concerning']",lost appetite completely cant seem eat anything feel like vomiting feel exhausted noticed rash skin really concerning
Bronchial Asthma,"Mom, Dad, I've been feeling really tired and weak lately, and I've had this cough that just won't go away. It's been hard for me to catch my breath, and my fever has been really high. When I cough, I've been producing a lot of mucus.",mom dad ive been feeling really tired and weak lately and ive had this cough that just wont go away its been hard for me to catch my breath and my fever has been really high when i cough ive been producing a lot of mucus,"['mom', 'dad', 'ive', 'feeling', 'really', 'tired', 'weak', 'lately', 'ive', 'cough', 'wont', 'go', 'away', 'hard', 'catch', 'breath', 'fever', 'really', 'high', 'cough', 'ive', 'producing', 'lot', 'mucus']",mom dad ive feeling really tired weak lately ive cough wont go away hard catch breath fever really high cough ive producing lot mucus
Typhoid,"There is strange pain in my stomach area. I don't know what the reason behind this is. Moreover, I am starting to get a mild fever along with chills and headaches.",there is strange pain in my stomach area i dont know what the reason behind this is moreover i am starting to get a mild fever along with chills and headaches,"['strange', 'pain', 'stomach', 'area', 'dont', 'know', 'reason', 'behind', 'moreover', 'starting', 'get', 'mild', 'fever', 'along', 'chill', 'headache']",strange pain stomach area dont know reason behind moreover starting get mild fever along chill headache
Cervical spondylosis,"Along with a chronic cough and limb weakness, I've been dealing with excruciating back discomfort. I've been experiencing neck pain as well as vertigo and instability.",along with a chronic cough and limb weakness ive been dealing with excruciating back discomfort ive been experiencing neck pain as well as vertigo and instability,"['along', 'chronic', 'cough', 'limb', 'weakness', 'ive', 'dealing', 'excruciating', 'back', 'discomfort', 'ive', 'experiencing', 'neck', 'pain', 'well', 'vertigo', 'instability']",along chronic cough limb weakness ive dealing excruciating back discomfort ive experiencing neck pain well vertigo instability
allergy,"I sneeze a lot and have a sore throat. My lips and the skin surrounding my eyes will occasionally swell. Once I start, I just can't stop sneezing.",i sneeze a lot and have a sore throat my lips and the skin surrounding my eyes will occasionally swell once i start i just cant stop sneezing,"['sneeze', 'lot', 'sore', 'throat', 'lip', 'skin', 'surrounding', 'eye', 'occasionally', 'swell', 'start', 'cant', 'stop', 'sneezing']",sneeze lot sore throat lip skin surrounding eye occasionally swell start cant stop sneezing
Chicken pox,"I have a high fever and red spots and rashes all over my body. I feel exhausted and have completely lost my appetite, which has made me weak and lethargic. I am really worried.",i have a high fever and red spots and rashes all over my body i feel exhausted and have completely lost my appetite which has made me weak and lethargic i am really worried,"['high', 'fever', 'red', 'spot', 'rash', 'body', 'feel', 'exhausted', 'completely', 'lost', 'appetite', 'made', 'weak', 'lethargic', 'really', 'worried']",high fever red spot rash body feel exhausted completely lost appetite made weak lethargic really worried
Malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. I've been in a lot of agony from muscle ache and nausea.",ive had a high fever chills and intense itching in addition i have a headache and am perspiring a lot ive been in a lot of agony from muscle ache and nausea,"['ive', 'high', 'fever', 'chill', 'intense', 'itching', 'addition', 'headache', 'perspiring', 'lot', 'ive', 'lot', 'agony', 'muscle', 'ache', 'nausea']",ive high fever chill intense itching addition headache perspiring lot ive lot agony muscle ache nausea
Dengue,I have developed red spots on my arms and legs that are itchy and inflamed. I have been feeling nauseaus and have a constant urge to vomit. This is accomapanied by mild fever.,i have developed red spots on my arms and legs that are itchy and inflamed i have been feeling nauseaus and have a constant urge to vomit this is accomapanied by mild fever,"['developed', 'red', 'spot', 'arm', 'leg', 'itchy', 'inflamed', 'feeling', 'nauseaus', 'constant', 'urge', 'vomit', 'accomapanied', 'mild', 'fever']",developed red spot arm leg itchy inflamed feeling nauseaus constant urge vomit accomapanied mild fever
Dengue,I have been experiencing a severe fever that is accompanied by pain behind my eyes and headache. I feel tired and exhasuted because of which I cannot do any work.,i have been experiencing a severe fever that is accompanied by pain behind my eyes and headache i feel tired and exhasuted because of which i cannot do any work,"['experiencing', 'severe', 'fever', 'accompanied', 'pain', 'behind', 'eye', 'headache', 'feel', 'tired', 'exhasuted', 'work']",experiencing severe fever accompanied pain behind eye headache feel tired exhasuted work
drug reaction,"I have rashes on my back and chest, and my entire body itches. My skin may be dry and flaky at times, which frequently leaves body marks.",i have rashes on my back and chest and my entire body itches my skin may be dry and flaky at times which frequently leaves body marks,"['rash', 'back', 'chest', 'entire', 'body', 'itch', 'skin', 'may', 'dry', 'flaky', 'time', 'frequently', 'leaf', 'body', 'mark']",rash back chest entire body itch skin may dry flaky time frequently leaf body mark
Pneumonia,"I've been feeling really cold and tired lately, and I've been coughing a lot with chest pain. My heart is beating really fast too, and when I cough, the phlegm is kind of a rusty color.",ive been feeling really cold and tired lately and ive been coughing a lot with chest pain my heart is beating really fast too and when i cough the phlegm is kind of a rusty color,"['ive', 'feeling', 'really', 'cold', 'tired', 'lately', 'ive', 'coughing', 'lot', 'chest', 'pain', 'heart', 'beating', 'really', 'fast', 'cough', 'phlegm', 'kind', 'rusty', 'color']",ive feeling really cold tired lately ive coughing lot chest pain heart beating really fast cough phlegm kind rusty color
Typhoid,There is a distinct pain in my abdominal part. I am not sure what it is. I am also going through constant vomiting and feel nauseous.,there is a distinct pain in my abdominal part i am not sure what it is i am also going through constant vomiting and feel nauseous,"['distinct', 'pain', 'abdominal', 'part', 'sure', 'also', 'going', 'constant', 'vomiting', 'feel', 'nauseous']",distinct pain abdominal part sure also going constant vomiting feel nauseous
Impetigo,I have a high fever. There are red sores developing near my nose. The sores are painful and have yellow rust-colored ooze coming out from them.,i have a high fever there are red sores developing near my nose the sores are painful and have yellow rustcolored ooze coming out from them,"['high', 'fever', 'red', 'sore', 'developing', 'near', 'nose', 'sore', 'painful', 'yellow', 'rustcolored', 'ooze', 'coming']",high fever red sore developing near nose sore painful yellow rustcolored ooze coming
Jaundice,"I have been suffering from itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain",i have been suffering from itching vomiting and fatigue i have also lost weight and have a high fever my skin has turned yellow and my urine is dark i have also been experiencing abdominal pain,"['suffering', 'itching', 'vomiting', 'fatigue', 'also', 'lost', 'weight', 'high', 'fever', 'skin', 'turned', 'yellow', 'urine', 'dark', 'also', 'experiencing', 'abdominal', 'pain']",suffering itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain
Impetigo,"Over the last week, the rash on my face has gotten more severe and painful, and the sores have begun to discharge a yellow colored fluid. It's becoming increasingly painful by the day.",over the last week the rash on my face has gotten more severe and painful and the sores have begun to discharge a yellow colored fluid its becoming increasingly painful by the day,"['last', 'week', 'rash', 'face', 'gotten', 'severe', 'painful', 'sore', 'begun', 'discharge', 'yellow', 'colored', 'fluid', 'becoming', 'increasingly', 'painful', 'day']",last week rash face gotten severe painful sore begun discharge yellow colored fluid becoming increasingly painful day
peptic ulcer disease,I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.,i inadvertently lose weight and have a hard time gaining it back i use antacids to get rid of the pain and discomfort i experience it aches so much in my mouth,"['inadvertently', 'lose', 'weight', 'hard', 'time', 'gaining', 'back', 'use', 'antacid', 'get', 'rid', 'pain', 'discomfort', 'experience', 'ache', 'much', 'mouth']",inadvertently lose weight hard time gaining back use antacid get rid pain discomfort experience ache much mouth
Common Cold,"I'm coughing nonstop and am really chilly. My mucus production is excessive, and my sinuses are fully clogged. I can't smell anything, and my chest hurts. My muscles are quite painful as well.",im coughing nonstop and am really chilly my mucus production is excessive and my sinuses are fully clogged i cant smell anything and my chest hurts my muscles are quite painful as well,"['im', 'coughing', 'nonstop', 'really', 'chilly', 'mucus', 'production', 'excessive', 'sinus', 'fully', 'clogged', 'cant', 'smell', 'anything', 'chest', 'hurt', 'muscle', 'quite', 'painful', 'well']",im coughing nonstop really chilly mucus production excessive sinus fully clogged cant smell anything chest hurt muscle quite painful well
Malaria,"Along with my intense scratching, chills, nausea, and high fever, I've also been feeling really unwell. Along with my headache and excessive sweating, My muscles hurt a lot, and I feel queasy.",along with my intense scratching chills nausea and high fever ive also been feeling really unwell along with my headache and excessive sweating my muscles hurt a lot and i feel queasy,"['along', 'intense', 'scratching', 'chill', 'nausea', 'high', 'fever', 'ive', 'also', 'feeling', 'really', 'unwell', 'along', 'headache', 'excessive', 'sweating', 'muscle', 'hurt', 'lot', 'feel', 'queasy']",along intense scratching chill nausea high fever ive also feeling really unwell along headache excessive sweating muscle hurt lot feel queasy
Impetigo,I am suffering from mild fever and headache. There are small sores near my nose and rashes on my neck. I am going through a very tough time right now.,i am suffering from mild fever and headache there are small sores near my nose and rashes on my neck i am going through a very tough time right now,"['suffering', 'mild', 'fever', 'headache', 'small', 'sore', 'near', 'nose', 'rash', 'neck', 'going', 'tough', 'time', 'right']",suffering mild fever headache small sore near nose rash neck going tough time right
Bronchial Asthma,"Hey, I've got a dry cough, trouble breathing, and a high fever. I'm producing a lot of mucus and am feeling quite weak and exhausted.",hey ive got a dry cough trouble breathing and a high fever im producing a lot of mucus and am feeling quite weak and exhausted,"['hey', 'ive', 'got', 'dry', 'cough', 'trouble', 'breathing', 'high', 'fever', 'im', 'producing', 'lot', 'mucus', 'feeling', 'quite', 'weak', 'exhausted']",hey ive got dry cough trouble breathing high fever im producing lot mucus feeling quite weak exhausted
Psoriasis,"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation.",my skin has been peeling especially on my knees elbows and scalp this peeling is often accompanied by a burning or stinging sensation,"['skin', 'peeling', 'especially', 'knee', 'elbow', 'scalp', 'peeling', 'often', 'accompanied', 'burning', 'stinging', 'sensation']",skin peeling especially knee elbow scalp peeling often accompanied burning stinging sensation
Typhoid,"I have had some constipation and belly pain, which has been really uncomfortable. The pain has been getting worse and it's really affecting my daily life.",i have had some constipation and belly pain which has been really uncomfortable the pain has been getting worse and its really affecting my daily life,"['constipation', 'belly', 'pain', 'really', 'uncomfortable', 'pain', 'getting', 'worse', 'really', 'affecting', 'daily', 'life']",constipation belly pain really uncomfortable pain getting worse really affecting daily life
Hypertension,"I suddenly experienced a headache, chest pain, and dizziness in the middle of a conference. Since then, it has been challenging for me to concentrate and focus on the topic.",i suddenly experienced a headache chest pain and dizziness in the middle of a conference since then it has been challenging for me to concentrate and focus on the topic,"['suddenly', 'experienced', 'headache', 'chest', 'pain', 'dizziness', 'middle', 'conference', 'since', 'challenging', 'concentrate', 'focus', 'topic']",suddenly experienced headache chest pain dizziness middle conference since challenging concentrate focus topic
allergy,I have sore throat and I am sneezing all the time. Sometimes I have swelling on my face like my lips and near my eyes. I just cant stop sneezing once I start sneezing,i have sore throat and i am sneezing all the time sometimes i have swelling on my face like my lips and near my eyes i just cant stop sneezing once i start sneezing,"['sore', 'throat', 'sneezing', 'time', 'sometimes', 'swelling', 'face', 'like', 'lip', 'near', 'eye', 'cant', 'stop', 'sneezing', 'start', 'sneezing']",sore throat sneezing time sometimes swelling face like lip near eye cant stop sneezing start sneezing
drug reaction,"I'm losing hair, and my hair's texture has considerably altered. My dandruff is becoming worse, and my dry, itchy scalp. My skin is getting quite dry as well.",im losing hair and my hairs texture has considerably altered my dandruff is becoming worse and my dry itchy scalp my skin is getting quite dry as well,"['im', 'losing', 'hair', 'hair', 'texture', 'considerably', 'altered', 'dandruff', 'becoming', 'worse', 'dry', 'itchy', 'scalp', 'skin', 'getting', 'quite', 'dry', 'well']",im losing hair hair texture considerably altered dandruff becoming worse dry itchy scalp skin getting quite dry well
Pneumonia,"I've been having a lot of respiratory issues lately along with chills, exhaustion, a cough, and a high temperature. I've been sweating profusely and generally feeling ill and weak. My chest aches, and my heart has been racing rapidly.",ive been having a lot of respiratory issues lately along with chills exhaustion a cough and a high temperature ive been sweating profusely and generally feeling ill and weak my chest aches and my heart has been racing rapidly,"['ive', 'lot', 'respiratory', 'issue', 'lately', 'along', 'chill', 'exhaustion', 'cough', 'high', 'temperature', 'ive', 'sweating', 'profusely', 'generally', 'feeling', 'ill', 'weak', 'chest', 'ache', 'heart', 'racing', 'rapidly']",ive lot respiratory issue lately along chill exhaustion cough high temperature ive sweating profusely generally feeling ill weak chest ache heart racing rapidly
Hypertension,"Along with a headache and chest pain, I also experienced fainting and balance issues. Additionally, I've discovered that it's hard for me to focus.",along with a headache and chest pain i also experienced fainting and balance issues additionally ive discovered that its hard for me to focus,"['along', 'headache', 'chest', 'pain', 'also', 'experienced', 'fainting', 'balance', 'issue', 'additionally', 'ive', 'discovered', 'hard', 'focus']",along headache chest pain also experienced fainting balance issue additionally ive discovered hard focus
diabetes,"Particularly in the crevices of my skin, I have skin rashes and irritations. My skin bruises and cuts take a while to heal as well.",particularly in the crevices of my skin i have skin rashes and irritations my skin bruises and cuts take a while to heal as well,"['particularly', 'crevice', 'skin', 'skin', 'rash', 'irritation', 'skin', 'bruise', 'cut', 'take', 'heal', 'well']",particularly crevice skin skin rash irritation skin bruise cut take heal well
Fungal infection,"All over my body, I've been scratching so much that my skin has become red and developed pimples. Additionally, I occasionally get these nodules that resemble little pimples, as well as these strange patches that are a different hue from the rest of my skin.",all over my body ive been scratching so much that my skin has become red and developed pimples additionally i occasionally get these nodules that resemble little pimples as well as these strange patches that are a different hue from the rest of my skin,"['body', 'ive', 'scratching', 'much', 'skin', 'become', 'red', 'developed', 'pimple', 'additionally', 'occasionally', 'get', 'nodule', 'resemble', 'little', 'pimple', 'well', 'strange', 'patch', 'different', 'hue', 'rest', 'skin']",body ive scratching much skin become red developed pimple additionally occasionally get nodule resemble little pimple well strange patch different hue rest skin
Bronchial Asthma,"Doctor Due to a high fever, I haven't been able to breathe via my nose or mouth for a few days and feeling too tired.sometimes mucus has been seen too.Please recommend some medications for me.",doctor due to a high fever i havent been able to breathe via my nose or mouth for a few days and feeling too tiredsometimes mucus has been seen tooplease recommend some medications for me,"['doctor', 'due', 'high', 'fever', 'havent', 'able', 'breathe', 'via', 'nose', 'mouth', 'day', 'feeling', 'tiredsometimes', 'mucus', 'seen', 'tooplease', 'recommend', 'medication']",doctor due high fever havent able breathe via nose mouth day feeling tiredsometimes mucus seen tooplease recommend medication
Migraine,"I've been irritated and depressed lately, and I've also noticed a change in my vision.",ive been irritated and depressed lately and ive also noticed a change in my vision,"['ive', 'irritated', 'depressed', 'lately', 'ive', 'also', 'noticed', 'change', 'vision']",ive irritated depressed lately ive also noticed change vision
allergy,"I have respiratory issues and experience breathlessness. My face and torso are swollen, my eyes are itching, and I have a dry, hacking cough.",i have respiratory issues and experience breathlessness my face and torso are swollen my eyes are itching and i have a dry hacking cough,"['respiratory', 'issue', 'experience', 'breathlessness', 'face', 'torso', 'swollen', 'eye', 'itching', 'dry', 'hacking', 'cough']",respiratory issue experience breathlessness face torso swollen eye itching dry hacking cough
Bronchial Asthma,"I am currently dealing with a number of health issues, including a dry cough, difficulty breathing, a high fever, and increased mucus production. I am also feeling very weak and tired",i am currently dealing with a number of health issues including a dry cough difficulty breathing a high fever and increased mucus production i am also feeling very weak and tired,"['currently', 'dealing', 'number', 'health', 'issue', 'including', 'dry', 'cough', 'difficulty', 'breathing', 'high', 'fever', 'increased', 'mucus', 'production', 'also', 'feeling', 'weak', 'tired']",currently dealing number health issue including dry cough difficulty breathing high fever increased mucus production also feeling weak tired
Bronchial Asthma," must confess that I've been experiencing shortness of breath, a persistent cough, and a high fever. I've also been producing a lot of thick, mucoid sputum, and I'm feeling quite drained and exhausted. It's all been rather tough to deal with, and I'm feeling quite sick at the moment", must confess that ive been experiencing shortness of breath a persistent cough and a high fever ive also been producing a lot of thick mucoid sputum and im feeling quite drained and exhausted its all been rather tough to deal with and im feeling quite sick at the moment,"['must', 'confess', 'ive', 'experiencing', 'shortness', 'breath', 'persistent', 'cough', 'high', 'fever', 'ive', 'also', 'producing', 'lot', 'thick', 'mucoid', 'sputum', 'im', 'feeling', 'quite', 'drained', 'exhausted', 'rather', 'tough', 'deal', 'im', 'feeling', 'quite', 'sick', 'moment']",must confess ive experiencing shortness breath persistent cough high fever ive also producing lot thick mucoid sputum im feeling quite drained exhausted rather tough deal im feeling quite sick moment
diabetes,"I have blurry vision, and it seems to be getting worse. I'm continuously fatigued and worn out. I also occasionally have acute lightheadedness and vertigo.",i have blurry vision and it seems to be getting worse im continuously fatigued and worn out i also occasionally have acute lightheadedness and vertigo,"['blurry', 'vision', 'seems', 'getting', 'worse', 'im', 'continuously', 'fatigued', 'worn', 'also', 'occasionally', 'acute', 'lightheadedness', 'vertigo']",blurry vision seems getting worse im continuously fatigued worn also occasionally acute lightheadedness vertigo
peptic ulcer disease,I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this,i have abdominal pain and it gets only worse if i bend over or lie down i feel discomfort when i eat certain foods such as spicy or acidic food sometimes i get loose stools because of this,"['abdominal', 'pain', 'get', 'worse', 'bend', 'lie', 'feel', 'discomfort', 'eat', 'certain', 'food', 'spicy', 'acidic', 'food', 'sometimes', 'get', 'loose', 'stool']",abdominal pain get worse bend lie feel discomfort eat certain food spicy acidic food sometimes get loose stool
